SAMPLE	GENOME	TOT_RDS	TOT_BP	Size	MEAN_COV	COM_FRAC
ET_SCN_7	scnpilot_dereplicated_Clostridiales_1	0	0	3417378	0	0
ET_SCN_7	scnpilot_dereplicated_Clostridiales_2	0	0	3088360	0	0
ET_SCN_7	scnpilot_dereplicated_Delftia_1	7	1050	6476131	0.000162134	6.86e-07
ET_SCN_7	scnpilot_dereplicated_Devosia_1	0	0	3994449	0	0
ET_SCN_7	scnpilot_dereplicated_Devosia_2	21	3150	4355070	0.000723295	3.06e-06
ET_SCN_7	scnpilot_dereplicated_Devosia_5	0	0	5719967	0	0
ET_SCN_7	scnpilot_dereplicated_Dyadobacter_1	0	0	7719061	0	0
ET_SCN_7	scnpilot_dereplicated_Dysgonomonas_1	0	0	4410792	0	0
ET_SCN_7	scnpilot_dereplicated_Enterobacter_1	256	38252	5013079	0.00763044	3.23e-05
ET_SCN_7	scnpilot_dereplicated_Flavobacteriia_1	0	0	3521150	0	0
ET_SCN_7	scnpilot_dereplicated_Flavobacterium_1	0	0	3801142	0	0
ET_SCN_7	scnpilot_dereplicated_Legionella_1	326	48886	4167318	0.011730806	4.96e-05
ET_SCN_7	scnpilot_dereplicated_Leifsonia_1	422	63279	4475315	0.014139563	5.98e-05
ET_SCN_7	scnpilot_dereplicated_Magnetospirillum_1	1	150	4273527	3.51e-05	1.48e-07
ET_SCN_7	scnpilot_dereplicated_Mesorhizobium_2	43	6450	3923245	0.001644047	6.95e-06
ET_SCN_7	scnpilot_dereplicated_Microbacterium_3	0	0	3478756	0	0
ET_SCN_7	scnpilot_dereplicated_Microbacterium_4	110	16500	3517424	0.004690933	1.98e-05
ET_SCN_7	scnpilot_dereplicated_Microbacterium_5	13	1816	3129463	0.000580291	2.45e-06
ET_SCN_7	scnpilot_dereplicated_Microbacterium_6	0	0	3139230	0	0
ET_SCN_7	scnpilot_dereplicated_Microbacterium_7	4	600	2908404	0.000206299	8.72e-07
ET_SCN_7	scnpilot_dereplicated_Micrococcales_2	44	6600	2404392	0.002744977	1.16e-05
ET_SCN_7	scnpilot_dereplicated_Micrococcales_3	0	0	3818346	0	0
ET_SCN_7	scnpilot_dereplicated_Mucilaginibacter_1	0	0	4167186	0	0
ET_SCN_7	scnpilot_dereplicated_Myxococcales_1	0	0	11892526	0	0
ET_SCN_7	scnpilot_dereplicated_Nitrobacter_2	235	35237	3540405	0.009952816	4.21e-05
ET_SCN_7	scnpilot_dereplicated_Paludibacter_1	0	0	4182621	0	0
ET_SCN_7	scnpilot_dereplicated_Pandoraea_1	908	136029	4875685	0.027899464	0.000117989
ET_SCN_7	scnpilot_dereplicated_Planctomycetales_1	147	21912	7731496	0.002834122	1.2e-05
ET_SCN_7	scnpilot_dereplicated_Pseudonocardia_1	96	14268	7090563	0.002012252	8.51e-06
ET_SCN_7	scnpilot_dereplicated_Rhizobiales_1	1065	159696	5132883	0.03111234	0.000131576
ET_SCN_7	scnpilot_dereplicated_Rhizobiales_6	203	30429	4143367	0.007344027	3.11e-05
ET_SCN_7	scnpilot_dereplicated_Rhizobium_2	0	0	4625786	0	0
ET_SCN_7	scnpilot_dereplicated_Rhodobacterales_1	0	0	4679666	0	0
ET_SCN_7	scnpilot_dereplicated_Rhodospirillales_2	367	55029	6483964	0.008486938	3.59e-05
ET_SCN_7	scnpilot_dereplicated_Solirubrobacterales_2	300	44986	4207762	0.010691194	4.52e-05
ET_SCN_7	scnpilot_dereplicated_Sphingobacteriales_3	68	10196	5487359	0.001858089	7.86e-06
ET_SCN_7	scnpilot_dereplicated_Sphingobacteriales_5	0	0	3133412	0	0
ET_SCN_7	scnpilot_dereplicated_Sphingobacteriales_6	24	3597	6139489	0.000585879	2.48e-06
ET_SCN_7	scnpilot_dereplicated_Sphingobium_2	33	4950	3996113	0.001238704	5.24e-06
ET_SCN_7	scnpilot_dereplicated_Sphingomonadales_1	0	0	3512439	0	0
ET_SCN_7	scnpilot_dereplicated_Sphingomonas_1	2634	394972	4000194	0.098738211	0.000417571
ET_SCN_7	scnpilot_dereplicated_Sphingomonas_3	508	76103	5385678	0.014130626	5.98e-05
ET_SCN_7	scnpilot_dereplicated_Sphingopyxis_1	0	0	3291164	0	0
ET_SCN_7	scnpilot_dereplicated_Stenotrophomonas_1	0	0	3693706	0	0
ET_SCN_7	scnpilot_dereplicated_TM7_1	0	0	904897	0	0
ET_SCN_7	scnpilot_dereplicated_Thiobacillus_2	76	11398	2906018	0.003922206	1.66e-05
ET_SCN_7	scnpilot_dereplicated_Thiobacillus_3	34606	5188021	3213355	1.614518471	0.006827919
ET_SCN_7	scnpilot_dereplicated_Thiobacillus_5	2	300	2896222	0.000103583	4.38e-07
ET_SCN_7	scnpilot_dereplicated_Xanthomonadales_2	0	0	5810929	0	0
ET_SCN_7	scnpilot_dereplicated_Xanthomonadales_3	0	0	3747714	0	0
ET_SCN_8	2019_SCN_bioreactor_inoc_reactora_Parvibaculum_lavamentivorans_64_9	0	0	2169045	0	0
ET_SCN_8	2019_SCN_bioreactor_inoc_reactorb_Clostridiales_33_7	0	0	2768656	0	0
ET_SCN_8	2019_SCN_bioreactor_inoc_reactorb_Micrococcales_71_5	11014	1651601	2321692	0.711378167	0.00279094
ET_SCN_8	2019_SCN_bioreactor_t0_Stenotrophomonas_maltophilia_67_6	48	7198	2741033	0.002626017	1.03e-05
ET_SCN_8	2019_SCN_bioreactor_t1_biofilm_Bacteria_60_83	2372	355676	4926059	0.072202952	0.000283273
ET_SCN_8	2019_SCN_bioreactor_t1_biofilm_Bacteroidetes_44_32	39	5850	5604790	0.00104375	4.09e-06
ET_SCN_8	2019_SCN_bioreactor_t1_biofilm_Cellulomonas_74_9	2664	399379	1978896	0.201819095	0.000791794
ET_SCN_8	2019_SCN_bioreactor_t1_biofilm_Enterobacter_55_10	7	1050	4531288	0.000231722	9.09e-07
ET_SCN_8	2019_SCN_bioreactor_t1_biofilm_Flavobacteriales_36_17	73	10949	3456031	0.003168085	1.24e-05
ET_SCN_8	2019_SCN_bioreactor_t1_biofilm_Gammaproteobacteria_65_65	15388	2307264	3431684	0.672341626	0.002637789
ET_SCN_8	2019_SCN_bioreactor_t1_biofilm_Legionellales_40_39	8	1200	3217128	0.000373003	1.46e-06
ET_SCN_8	2019_SCN_bioreactor_t1_biofilm_Microbacterium_71_12	2151	322162	3035962	0.106115294	0.000416321
ET_SCN_8	2019_SCN_bioreactor_t1_biofilm_Micrococcales_70_15	56	8400	2203065	0.00381287	1.5e-05
ET_SCN_8	2019_SCN_bioreactor_t1_biofilm_Micrococcales_73_29	9683	1451728	3783799	0.383669429	0.001505245
ET_SCN_8	2019_SCN_bioreactor_t1_biofilm_Pseudonocardia_dioxanivorans_73_113	284285	42619931	6259414	6.808933073	0.026713392
ET_SCN_8	2019_SCN_bioreactor_t1_biofilm_Verrucomicrobia_66_15	5	750	4635063	0.00016181	6.35e-07
ET_SCN_8	2019_SCN_bioreactor_t1_planktonic_Alphaproteobacteria_67_63	5168	774939	5503510	0.140808139	0.000552431
ET_SCN_8	2019_SCN_bioreactor_t2_biofilm_Acidovorax_65_56	2357	353489	5190320	0.068105435	0.000267197
ET_SCN_8	2019_SCN_bioreactor_t2_biofilm_Alphaproteobacteria_70_37	5503	824939	4857358	0.16983286	0.000666303
ET_SCN_8	2019_SCN_bioreactor_t2_biofilm_Herbaspirillum_63_171	7900	1184350	5554569	0.213220864	0.000836526
ET_SCN_8	2019_SCN_bioreactor_t2_biofilm_Hyphomicrobium_denitrificans_61_11	29447	4414677	2933659	1.504836452	0.005903904
ET_SCN_8	2019_SCN_bioreactor_t2_biofilm_Novosphingobium_sp_MD-1_67_8	979	146607	3432314	0.042713749	0.000167578
ET_SCN_8	2019_SCN_bioreactor_t2_biofilm_Sphingobacteriales_50_15	423588	63513508	9343152	6.797867358	0.026669978
ET_SCN_8	2019_SCN_bioreactor_t2_biofilm_Xanthomonadales_71_37	1293	193926	2596304	0.074693102	0.000293042
ET_SCN_8	2019_SCN_bioreactor_t2_plantonic_Alphaproteobacteria_70_36	8816	1321846	5884952	0.224614576	0.000881227
ET_SCN_8	2019_SCN_bioreactor_t2_plantonic_Sphingomonadales_63_2074	34102	5112721	3756989	1.360855994	0.005339027
ET_SCN_8	2019_SCN_bioreactor_t3_biofilm_Acidobacteriales_60_11	5885	882504	4117645	0.214322507	0.000840848
ET_SCN_8	2019_SCN_bioreactor_t3_biofilm_Bacteroidetes_40_21	834	125025	6135429	0.020377548	7.99e-05
ET_SCN_8	2019_SCN_bioreactor_t3_biofilm_Bacteroidetes_44_17	347407	52089975	6069571	8.582151028	0.033670233
ET_SCN_8	2019_SCN_bioreactor_t3_biofilm_Devosia_66_11	44	6598	4285650	0.001539556	6.04e-06
ET_SCN_8	2019_SCN_bioreactor_t3_biofilm_Leifsonia_71_11	4145	621296	3034240	0.204761654	0.000803339
ET_SCN_8	2019_SCN_bioreactor_t3_biofilm_Verrucomicrobia_59_10	77557	11628010	3637044	3.197104572	0.012543156
ET_SCN_8	2019_SCN_bioreactor_t3_planktonic_Azospirillum_lipoferum_68_106	705	105730	5405113	0.019561108	7.67e-05
ET_SCN_8	2019_SCN_bioreactor_t3_planktonic_Klebsiella_oxytoca_56_23	12738	1910111	5785362	0.330162745	0.001295323
ET_SCN_8	2019_SCN_bioreactor_t3_planktonic_Planctomycetes_54_6	2509	376112	5229224	0.071925012	0.000282182
ET_SCN_8	2019_SCN_bioreactor_t4_biofilm_Comamonas_61_10	1179	176797	5354488	0.03301847	0.000129541
ET_SCN_8	2019_SCN_bioreactor_t4_planktonic_Bacteroidetes_43_45	28624	4292266	4229238	1.014902921	0.003981754
ET_SCN_8	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	20423	3061953	6293399	0.486534065	0.001908812
ET_SCN_8	CN18_26_2_15_R1_F_uSCNPILOT_CONT_500_BF_Rhizobiales_64_17_64_27	12337	1849735	4633717	0.399190326	0.001566138
ET_SCN_8	CN18_26_2_15_R4_P_Melainabacteria_51_74	161	24083	4615792	0.005217523	2.05e-05
ET_SCN_8	CN18_30_10_14_R2_B_Alphaproteobacteria_67_12	27	4050	5684320	0.000712486	2.8e-06
ET_SCN_8	E.coli_WM3604_scaffold_min1000	28	4200	4612074	0.000910653	3.57e-06
ET_SCN_8	SCN18_10_11_15_R1_B_SCNPILOT_CONT_300_BF_Rhizobiales_62_47_63_12	156	23397	4665019	0.005015414	1.97e-05
ET_SCN_8	SCN18_10_11_15_R1_B_SCNPILOT_EXPT_1000_BF_Rhizobiales_63_7_63_17	30	4500	6549139	0.000687113	2.7e-06
ET_SCN_8	SCN18_10_11_15_R1_B_Solirubrobacterales_67_19	0	0	3216134	0	0
ET_SCN_8	SCN18_10_11_15_R1_P_Microbacterium_71_863	12	1752	3864224	0.00045339	1.78e-06
ET_SCN_8	SCN18_10_11_15_R3_B_Afipia_64_1782_curated	589533	88385049	3548607	24.90697026	0.097717169
ET_SCN_8	SCN18_10_11_15_R3_B_Rhizobiales_63_59	335	50227	7452781	0.006739363	2.64e-05
ET_SCN_8	SCN18_10_11_15_R4_P_Reyranella_68_349	113	16947	6472661	0.002618243	1.03e-05
ET_SCN_8	SCN18_10_11_15_R4_P_Rhizobiales_68_13	6105	915344	5537263	0.165306217	0.000648544
ET_SCN_8	SCN18_10_11_15_R4_P_SCNPILOT_CONT_750_P_Caedibacter_acanthamoebae_37_11_38_20	4	600	1645883	0.000364546	1.43e-06
ET_SCN_8	SCN18_10_11_15_R4_P_SCNPILOT_EXPT_1000_BF_Sphingobacteriia_40_10_29_136	0	0	2121440	0	0
ET_SCN_8	SCN18_10_11_15_R4_P_Sphingobacteriales_45_140	0	0	3943039	0	0
ET_SCN_8	SCN18_10_11_15_R5_B_Rhizobiales_67_21	11	1650	8382456	0.00019684	7.72e-07
ET_SCN_8	SCN18_10_11_15_R5_B_SCNPILOT_CONT_1000_BF_Mesorhizobium_65_39_64_12	68178	10221509	7086805	1.442329653	0.005658672
ET_SCN_8	SCN18_10_11_15_R5_P_Alphaproteobacteria_68_131	777	116532	7539962	0.01545525	6.06e-05
ET_SCN_8	SCN18_10_11_15_R5_P_Candidatus_Caedibacter_acanthamoebae_SCNPILOT_EXPT_500_P_38_48_38_48	4	600	1997675	0.000300349	1.18e-06
ET_SCN_8	SCN18_13_7_16_R1_B_Burkholderiales_69_20	68	10195	3916558	0.002603051	1.02e-05
ET_SCN_8	SCN18_13_7_16_R1_B_Mesorhizobium_65_18	60	8999	4818058	0.001867765	7.33e-06
ET_SCN_8	SCN18_13_7_16_R1_B_Nakamurella_69_21	92	13667	4497244	0.003038972	1.19e-05
ET_SCN_8	SCN18_13_7_16_R1_B_SCNpilot_P_inoc_Stenotrophomonas_69_27_68_91	229	34119	4001815	0.008525881	3.34e-05
ET_SCN_8	SCN18_13_7_16_R1_B_Solirubrobacterales_68_13	10	1500	2489084	0.000602631	2.36e-06
ET_SCN_8	SCN18_13_7_16_R1_B_Xanthomonadales_69_60	0	0	3386114	0	0
ET_SCN_8	SCN18_13_7_16_R3_B_Actinobacteria_70_9	4597	688964	4508133	0.152826902	0.000599584
ET_SCN_8	SCN18_13_7_16_R3_B_SCNPILOT_CONT_300_BF_Rhizobiales_62_47_63_31	11675	1749924	4726775	0.37021521	0.00145246
ET_SCN_8	SCN18_13_7_16_R3_B_SCN_Thiomonas_15x_64_19	3549857	532263631	3414391	155.8883066	0.611594416
ET_SCN_8	SCN18_13_7_16_R4_B_Burkholderiales_66_10	16	2400	6110206	0.000392785	1.54e-06
ET_SCN_8	SCN18_13_7_16_R4_B_Burkholderiales_68_29	85	12738	6729370	0.001892896	7.43e-06
ET_SCN_8	SCN18_14_9_16_R1_B_Chryseobacterium_40_24	92	13789	3048146	0.004523733	1.77e-05
ET_SCN_8	SCN18_14_9_16_R1_B_Rhizobiales_65_9	65	9750	5013351	0.001944807	7.63e-06
ET_SCN_8	SCN18_14_9_16_R1_B_SCNpilot_P_inoc_Kapabacteria_57_18_59_45	0	0	3253864	0	0
ET_SCN_8	SCN18_14_9_16_R2_B_Alphaproteobacteria_64_15	5962	893844	6313041	0.141586915	0.000555486
ET_SCN_8	SCN18_14_9_16_R3_B_SCNPILOT_CONT_300_BF_Rhizobiales_62_47-related_60_10	2	300	3129718	9.59e-05	3.76e-07
ET_SCN_8	SCN18_14_9_16_R3_B_SCNPILOT_EXPT_1000_BF_Sphingobacteriia_40_10_37_82	0	0	3329790	0	0
ET_SCN_8	SCN18_14_9_16_R4_B_Actinobacteria_68_6	0	0	1814631	0	0
ET_SCN_8	SCN18_14_9_16_R4_B_SCNPILOT_EXPT_300_BF_Sphingomonadales_67_9_67_9	348	52174	2933246	0.01778712	6.98e-05
ET_SCN_8	SCN18_14_9_16_R5_B_Filimonas_42_18	0	0	6151592	0	0
ET_SCN_8	SCN18_14_9_16_R5_B_Mesorhizobium_63_3	669	100312	6235509	0.016087219	6.31e-05
ET_SCN_8	SCN18_25_1_16_R1_B_Burkholderiales_68_8	0	0	2409378	0	0
ET_SCN_8	SCN18_25_1_16_R1_B_Chitinophagaceae_40_177	8	1200	4101688	0.000292562	1.15e-06
ET_SCN_8	SCN18_25_1_16_R1_B_SCNPILOT_CONT_300_BF_Rhizobiales_62_47_62_13	2137	320297	5170539	0.06194654	0.000243034
ET_SCN_8	SCN18_25_1_16_R1_B_SCN_Comamonas_36x_67_66	137	20524	3347540	0.006131069	2.41e-05
ET_SCN_8	SCN18_25_1_16_R2_B_Alphaproteobacteria_70_11	5294	793786	4340141	0.182894058	0.000717546
ET_SCN_8	SCN18_25_1_16_R2_B_SCNPILOT_CONT_300_BF_Rhizobiales_62_47-related_62_30	32	4799	5027196	0.000954608	3.75e-06
ET_SCN_8	SCN18_25_1_16_R3_B_Rudaea_64_147	3512	526632	5517738	0.095443459	0.000374452
ET_SCN_8	SCN18_25_1_16_R3_B_SCNPILOT_CONT_1000_P_Gammaproteobacteria_novel_39_13_39_37	0	0	3677198	0	0
ET_SCN_8	SCN18_25_1_16_R4_B_SCNPILOT_SOLID2_TRIM150_Afipia_61_20_61_46	2712	406596	3896152	0.104358352	0.000409428
ET_SCN_8	SCN18_25_1_16_R5_B_Rhizobiales_60_7	2183	327200	4184928	0.078185336	0.000306743
ET_SCN_8	SCN18_25_8_15_R2_B_Bosea_sp_LC85_SCNPILOT_EXPT_1000_BF_Rhizobiales_65_15_66_16	2	299	4890684	6.11e-05	2.4e-07
ET_SCN_8	SCN18_25_8_15_R2_B_CN-SCN_Microbacterium_18x_70_9	0	0	3048282	0	0
ET_SCN_8	SCN18_25_8_15_R2_B_Nitrosospira_multiformis_SCNPILOT_SOLID_1_TRIM150_Nitrosospira_54_27_54_34	8	1200	3018418	0.000397559	1.56e-06
ET_SCN_8	SCN18_25_8_15_R2_B_SCNPILOT_EXPT_1000_BF_Altererythrobacter_66_12_66_16	28	4200	3158237	0.001329856	5.22e-06
ET_SCN_8	SCN18_25_8_15_R2_B_SCNPILOT_EXPT_1000_BF_Devosia_62_26-related_62_9	0	0	4234864	0	0
ET_SCN_8	SCN18_25_8_15_R2_B_SCNPILOT_EXPT_750_BF_Actinomycetales_70_150_72_69	4	578	3324329	0.00017387	6.82e-07
ET_SCN_8	SCN18_25_8_15_R2_B_SCNPILOT_EXPT_750_BF_Sphingobacteriia_47_330_48_20	252	37767	4755454	0.007941828	3.12e-05
ET_SCN_8	SCN18_25_8_15_R2_B_SCNpilot_BF_INOC_Bordetella_67_10-related_69_14	2	300	3143846	9.54e-05	3.74e-07
ET_SCN_8	SCN18_25_8_15_R2_B_Xanthomonadales_66_12	2979	446761	3496265	0.127782362	0.000501327
ET_SCN_8	SCN18_25_8_15_R3_B_WPS-2_62_28	77	11548	7653012	0.001508948	5.92e-06
ET_SCN_8	SCN18_25_8_15_R4_B_Xanthomonadales_70_612	15	2250	2676672	0.000840596	3.3e-06
ET_SCN_8	SCN18_25_8_15_R5_B_Rhodanobaceraceae_66_24	13462	2018359	3724418	0.541926014	0.002126131
ET_SCN_8	SCN18_26_2_15_R1_B_Micrococcales_64_47	5088	762876	4082655	0.186857817	0.000733097
ET_SCN_8	SCN18_26_2_15_R1_B_Proprionibacteraceae_70_19	11747	1761082	4242603	0.415094695	0.001628535
ET_SCN_8	SCN18_26_2_15_R1_B_SCNPILOT_CONT_1000_BF_Rhizobiales_65_79_66_12	322	48292	4868845	0.009918574	3.89e-05
ET_SCN_8	SCN18_26_2_15_R1_B_SCNPILOT_SOLID2_TRIM150_Alphaproteobacteria_62_41_62_24	1754	263003	3582612	0.073410964	0.000288012
ET_SCN_8	SCN18_26_2_15_R1_F_Bosea_sp_LC85_SCNPILOT_EXPT_1000_BF_Rhizobiales_65_15_67_33	372	55786	4873045	0.011447873	4.49e-05
ET_SCN_8	SCN18_26_2_15_R1_F_Chitinophagaceae_50_26	387870	58156535	7944810	7.320066182	0.028718713
ET_SCN_8	SCN18_26_2_15_R1_F_SCNPILOT_CONT_1000_BF_Chloroflexi_54_27_54_23	86386	12952761	8956367	1.446207039	0.005673884
ET_SCN_8	SCN18_26_2_15_R1_F_SCNPILOT_EXPT_300_BF_Thiobacillus_62_448_63_78	720	107895	3584500	0.030100432	0.000118093
ET_SCN_8	SCN18_26_2_15_R1_P_SCNPILOT_CONT_1000_BF_Mesorhizobium_65_39_65_22	65371	9800263	6615161	1.481485182	0.00581229
ET_SCN_8	SCN18_26_2_15_R2_B_Rhizobiales_60_31	114	17098	6552773	0.002609277	1.02e-05
ET_SCN_8	SCN18_26_2_15_R2_B_Rhizobiales_61_8	2278	341571	2996661	0.113983864	0.000447191
ET_SCN_8	SCN18_26_2_15_R2_B_SCNPILOT_CONT_1000_BF_Rhizobiales_65_18_67_34	104109	15609157	4186106	3.728801182	0.014629154
ET_SCN_8	SCN18_26_2_15_R2_B_SCNPILOT_CONT_750_BF_Rhodospirillales_68_10_70_15	3924	588241	5293473	0.11112572	0.000435978
ET_SCN_8	SCN18_26_2_15_R2_B_SCN_Variovorax_21x_67_25	0	0	7857986	0	0
ET_SCN_8	SCN18_26_2_15_R2_P_Planctomycetes_69_10	1	150	6638716	2.26e-05	8.86e-08
ET_SCN_8	SCN18_26_2_15_R2_P_SCNPILOT_CONT_500_P_Xanthomonadales_69_150_Rhodanobacter_68_51	187	28023	3833301	0.007310409	2.87e-05
ET_SCN_8	SCN18_26_2_15_R3_B_Saccharibacteria_TM7_47_55	0	0	938312	0	0
ET_SCN_8	SCN18_26_2_15_R4_B_Rhodanobacter_69_138	308887	46311273	4047913	11.44077775	0.044885444
ET_SCN_8	SCN18_26_2_15_R4_B_SCNPILOT_CONT_750_P_Burkholderiales_64_62_65_12	48	7200	5469709	0.001316341	5.16e-06
ET_SCN_8	SCN18_26_2_15_R4_P_Microbacterium_70_222	61551	9227236	2953160	3.124529656	0.012258424
ET_SCN_8	SCN18_26_2_15_R5_B_Alphaproteobacteria_66_27	2185	327640	7324041	0.044734867	0.000175508
ET_SCN_8	SCN18_26_2_15_R5_F_Sphingomonas_65_27	54	8100	3341277	0.002424223	9.51e-06
ET_SCN_8	SCN18_30_10_14_R1_B_SCNPILOT_EXPT_1000_BF_Afipia_62_8_60_16	736	110374	4609494	0.023944928	9.39e-05
ET_SCN_8	SCN18_30_10_14_R1_B_SCNPILOT_EXPT_750_BF_Actinomycetales_70_150_73_20	0	0	2848058	0	0
ET_SCN_8	SCN18_30_10_14_R1_B_Sphingobium_66_9	4	600	3875922	0.000154802	6.07e-07
ET_SCN_8	SCN18_30_10_14_R1_P_Bosea_67_18	1970	295267	4815883	0.061311083	0.000240541
ET_SCN_8	SCN18_30_10_14_R1_P_Cytophagales_49_46	0	0	8175295	0	0
ET_SCN_8	SCN18_30_10_14_R1_P_Rhizobiales_62_27	2647	396926	5806422	0.068359826	0.000268195
ET_SCN_8	SCN18_30_10_14_R1_P_SCNPILOT_EXPT_1000_BF_Sphingomonas_65_55_65_26	0	0	3585854	0	0
ET_SCN_8	SCN18_30_10_14_R2_B_Alphaproteobacteria_64_8	103	15446	2659181	0.005808555	2.28e-05
ET_SCN_8	SCN18_30_10_14_R2_B_Bacteria_71_11	0	0	9007526	0	0
ET_SCN_8	SCN18_30_10_14_R2_B_Bradyrhizobiaceae_62_135	12462	1868513	4799874	0.38928376	0.001527272
ET_SCN_8	SCN18_30_10_14_R2_B_Possibly_Chloroflexi_64_8	28	4192	3141211	0.001334517	5.24e-06
ET_SCN_8	SCN18_30_10_14_R2_B_Rhizobiales_63_8	66	9898	4692807	0.002109185	8.27e-06
ET_SCN_8	SCN18_30_10_14_R2_B_Rhizobiales_64_10	15	2249	4560801	0.000493115	1.93e-06
ET_SCN_8	SCN18_30_10_14_R2_B_Rhizobiales_64_7	0	0	2659393	0	0
ET_SCN_8	SCN18_30_10_14_R2_B_Rhizobiales_64_8	184	27593	3075841	0.00897088	3.52e-05
ET_SCN_8	SCN18_30_10_14_R2_B_Rhizobiales_67_7	47	7050	2127637	0.003313535	1.3e-05
ET_SCN_8	SCN18_30_10_14_R2_B_SCNPILOT_CONT_1000_P_Alphaproteobacteria_64_11_65_16	14898	2233168	3446473	0.647957492	0.002542123
ET_SCN_8	SCN18_30_10_14_R2_B_SCNPILOT_EXPT_1000_BF_Afipia_62_8-rel_65_16	195	29229	4019435	0.007271918	2.85e-05
ET_SCN_8	SCN18_30_10_14_R2_B_SCNPILOT_SOLID2_TRIM150_Alphaproteobacteria_62_41_63_12	8669	1300047	3494698	0.372005535	0.001459484
ET_SCN_8	SCN18_30_10_14_R2_P_Burkholderiales_63_16	28	4200	5657395	0.000742391	2.91e-06
ET_SCN_8	SCN18_30_10_14_R2_P_Sphingomonas_67_78	17	2550	3183506	0.000801004	3.14e-06
ET_SCN_8	SCN18_30_10_14_R3_B_Delftia_65_125	2	300	4899136	6.12e-05	2.4e-07
ET_SCN_8	SCN18_30_10_14_R3_B_Leifsonia_70_93	0	0	3126661	0	0
ET_SCN_8	SCN18_30_10_14_R3_B_Rhizobiales_60_7	15	2250	4098479	0.000548984	2.15e-06
ET_SCN_8	SCN18_30_10_14_R3_B_Rhizobiales_64_9	0	0	5594316	0	0
ET_SCN_8	SCN18_30_10_14_R3_B_SCNPILOT_CONT_1000_P_Verrucomicrobia_61_8_61_17	0	0	5110051	0	0
ET_SCN_8	SCN18_30_10_14_R3_B_SCNPILOT_CONT_500_BF_Rhizobiales_64_17-related_63_20	372	55783	3709453	0.015038066	5.9e-05
ET_SCN_8	SCN18_30_10_14_R3_B_SCNPILOT_EXPT_500_BF_STEP10_Armatimonadetes_55_34_56_13	5	750	4448170	0.000168609	6.62e-07
ET_SCN_8	SCN18_30_10_14_R3_B_SCNpilot_P_inoc_Thiobacillus_strain2_63_34_65_22	65	9748	2984013	0.003266742	1.28e-05
ET_SCN_8	SCN18_30_10_14_R3_P_Alphaproteobacteria_65_207	1993	298802	5203457	0.057423747	0.00022529
ET_SCN_8	SCN18_30_10_14_R3_P_Bosea_sp_LC85_SCNPILOT_EXPT_1000_BF_Rhizobiales_65_15_67_61	2	300	5551342	5.4e-05	2.12e-07
ET_SCN_8	SCN18_30_10_14_R3_P_Burkholderiales_68_190	150	22496	4991047	0.004507271	1.77e-05
ET_SCN_8	SCN18_30_10_14_R3_P_CN-SCN_Devosia_27x_66_71	297	44541	4092090	0.010884658	4.27e-05
ET_SCN_8	SCN18_30_10_14_R3_P_CN-SCN_Microbacterium_27x_70_19	131	19648	2788097	0.007047101	2.76e-05
ET_SCN_8	SCN18_30_10_14_R3_P_Caulobacterales_69_10	0	0	2395800	0	0
ET_SCN_8	SCN18_30_10_14_R3_P_Rhizobiales_65_8	3	450	3477740	0.000129394	5.08e-07
ET_SCN_8	SCN18_30_10_14_R3_P_SCNPILOT_EXPT_1000_BF_Afipia_62_8_62_188	2239	335649	3895075	0.086172667	0.00033808
ET_SCN_8	SCN18_30_10_14_R4_B_Microbacterium_70_78	276	41383	3498495	0.011828801	4.64e-05
ET_SCN_8	SCN18_30_10_14_R4_P_Alphaproteobacteria_64_8	1841	275962	5414201	0.050970032	0.00019997
ET_SCN_8	SCN18_30_10_14_R4_P_Microbacterium_70_55	763	114291	3762096	0.030379608	0.000119188
ET_SCN_8	SCN18_30_10_14_R4_P_Rhizobiales_66_13	344	51544	4256458	0.012109599	4.75e-05
ET_SCN_8	SCN18_30_10_14_R4_P_SCNPILOT_CONT_300_BF_Rhizobiales_67_6-related_67_37	18544	2780103	5097286	0.545408478	0.002139793
ET_SCN_8	SCN18_30_10_14_R4_P_SCN_Variovorax_21x_69_13	16	2292	6119080	0.000374566	1.47e-06
ET_SCN_8	SCN18_30_10_14_R5_P_Alphaproteobacteria_65_16	12	1800	5322918	0.00033816	1.33e-06
ET_SCN_8	SCN18_30_10_14_R5_P_Burkholderiales_69_51	0	0	4428054	0	0
ET_SCN_8	SCN18_30_10_14_R5_P_Hydrogenophaga_sp_PBC_SCNpilot_P_inoc_Hydrogenophaga_70_12_70_78	0	0	4666461	0	0
ET_SCN_8	SCN18_30_10_14_R5_P_Sphingomonadales_65_13	0	0	5106904	0	0
ET_SCN_8	SCN18_31_3_15_R1_B_Nitrobacter_62_136	7403	1109887	3596918	0.308566111	0.001210593
ET_SCN_8	SCN18_31_3_15_R1_B_Nitrosospira_56_42	7959	1193453	3240699	0.36827024	0.001444829
ET_SCN_8	SCN18_31_3_15_R1_B_SCNPILOT_CONT_1000_BF_Rhizobiales_65_79_68_31	3767	564763	4431631	0.127439085	0.00049998
ET_SCN_8	SCN18_31_3_15_R3_B_SCNPILOT_EXPT_300_BF_Sphingomonas_67_13_68_146	24179	3625284	4444055	0.815760381	0.003200461
